GEO.id,GEO.id2,GEO.display-label,B25077_001E,B25077_001M
0600000US0900177200,0900177200,"Trumbull town, Fairfield County, Connecticut",399200,7424
0600000US0900183430,0900183430,"Weston town, Fairfield County, Connecticut",868200,35415
0600000US0900183500,0900183500,"Westport town, Fairfield County, Connecticut",1150400,45849
0600000US0900186370,0900186370,"Wilton town, Fairfield County, Connecticut",793200,28685
0600000US0900302060,0900302060,"Avon town, Hartford County, Connecticut",383200,15147
0600000US0900304300,0900304300,"Berlin town, Hartford County, Connecticut",283300,6921
0600000US0900305910,0900305910,"Bloomfield town, Hartford County, Connecticut",214600,8698
0600000US0900308490,0900308490,"Bristol town, Hartford County, Connecticut",197800,4151
0600000US0900310100,0900310100,"Burlington town, Hartford County, Connecticut",335500,13730
0600000US0900312270,0900312270,"Canton town, Hartford County, Connecticut",322500,18558
0600000US0900322070,0900322070,"East Granby town, Hartford County, Connecticut",284300,12884
0600000US0900322630,0900322630,"East Hartford town, Hartford County, Connecticut",164200,2687
0600000US0900324800,0900324800,"East Windsor town, Hartford County, Connecticut",216000,10913
0600000US0900325990,0900325990,"Enfield town, Hartford County, Connecticut",190400,2461
0600000US0900327600,0900327600,"Farmington town, Hartford County, Connecticut",332000,11356
0600000US0900331240,0900331240,"Glastonbury town, Hartford County, Connecticut",348000,8942
0600000US0900332640,0900332640,"Granby town, Hartford County, Connecticut",310600,17164
0600000US0900337070,0900337070,"Hartford town, Hartford County, Connecticut",165300,2975
0600000US0900337140,0900337140,"Hartland town, Hartford County, Connecticut",272200,11363
0600000US0900344700,0900344700,"Manchester town, Hartford County, Connecticut",184600,4151
0600000US0900345820,0900345820,"Marlborough town, Hartford County, Connecticut",316900,19150
0600000US0900350440,0900350440,"New Britain town, Hartford County, Connecticut",160800,2214
0600000US0900352140,0900352140,"Newington town, Hartford County, Connecticut",230500,4838
0600000US0900360120,0900360120,"Plainville town, Hartford County, Connecticut",219700,9429
0600000US0900365370,0900365370,"Rocky Hill town, Hartford County, Connecticut",268700,8368
0600000US0900368940,0900368940,"Simsbury town, Hartford County, Connecticut",332800,6922
0600000US0900370550,0900370550,"Southington town, Hartford County, Connecticut",277000,6985
0600000US0900371390,0900371390,"South Windsor town, Hartford County, Connecticut",287100,6103
0600000US0900374540,0900374540,"Suffield town, Hartford County, Connecticut",310500,15801
0600000US0900382590,0900382590,"West Hartford town, Hartford County, Connecticut",334300,5241
0600000US0900384900,0900384900,"Wethersfield town, Hartford County, Connecticut",255300,7616
0600000US0900387000,0900387000,"Windsor town, Hartford County, Connecticut",225600,5365
0600000US0900387070,0900387070,"Windsor Locks town, Hartford County, Connecticut",188200,4853
0600000US0900502760,0900502760,"Barkhamsted town, Litchfield County, Connecticut",251900,14339
0600000US0900504930,0900504930,"Bethlehem town, Litchfield County, Connecticut",328500,21901
0600000US0900508210,0900508210,"Bridgewater town, Litchfield County, Connecticut",476100,28196
0600000US0900510940,0900510940,"Canaan town, Litchfield County, Connecticut",338800,37795
0600000US0900516050,0900516050,"Colebrook town, Litchfield County, Connecticut",255800,20873
0600000US0900517240,0900517240,"Cornwall town, Litchfield County, Connecticut",441800,48782
0600000US0900532290,0900532290,"Goshen town, Litchfield County, Connecticut",329900,22150
0600000US0900537280,0900537280,"Harwinton town, Litchfield County, Connecticut",310300,19169
0600000US0900540290,0900540290,"Kent town, Litchfield County, Connecticut",360700,43085
0600000US0900543370,0900543370,"Litchfield town, Litchfield County, Connecticut",313900,24061
0600000US0900549460,0900549460,"Morris town, Litchfield County, Connecticut",325500,21626
0600000US0900551350,0900551350,"New Hartford town, Litchfield County, Connecticut",290700,19448
0600000US0900552630,0900552630,"New Milford town, Litchfield County, Connecticut",301300,9726
0600000US0900553470,0900553470,"Norfolk town, Litchfield County, Connecticut",320800,56417
0600000US0900554030,0900554030,"North Canaan town, Litchfield County, Connecticut",190900,12554
0600000US0900560750,0900560750,"Plymouth town, Litchfield County, Connecticut",198500,7649
0600000US0900565930,0900565930,"Roxbury town, Litchfield County, Connecticut",599900,52355
0600000US0900566420,0900566420,"Salisbury town, Litchfield County, Connecticut",494500,124631
0600000US0900567960,0900567960,"Sharon town, Litchfield County, Connecticut",374100,40395
0600000US0900575730,0900575730,"Thomaston town, Litchfield County, Connecticut",219800,14648
0600000US0900576570,0900576570,"Torrington town, Litchfield County, Connecticut",153700,3566
0600000US0900579510,0900579510,"Warren town, Litchfield County, Connecticut",386100,22398
0600000US0900579720,0900579720,"Washington town, Litchfield County, Connecticut",425400,67577
0600000US0900580490,0900580490,"Watertown town, Litchfield County, Connecticut",234900,7295
0600000US0900586440,0900586440,"Winchester town, Litchfield County, Connecticut",168200,8758
0600000US0900587910,0900587910,"Woodbury town, Litchfield County, Connecticut",350100,16004
0600000US0900700000,0900700000,"County subdivisions not defined, Middlesex County, Connecticut",-,**
0600000US0900714300,0900714300,"Chester town, Middlesex County, Connecticut",348700,20208
0600000US0900715350,0900715350,"Clinton town, Middlesex County, Connecticut",282000,7461
0600000US0900718080,0900718080,"Cromwell town, Middlesex County, Connecticut",236300,10045
0600000US0900719130,0900719130,"Deep River town, Middlesex County, Connecticut",287500,15819
0600000US0900720810,0900720810,"Durham town, Middlesex County, Connecticut",309700,21974
0600000US0900722280,0900722280,"East Haddam town, Middlesex County, Connecticut",287300,14552
0600000US0900722490,0900722490,"East Hampton town, Middlesex County, Connecticut",267700,12145
0600000US0900726270,0900726270,"Essex town, Middlesex County, Connecticut",376300,32929
0600000US0900735230,0900735230,"Haddam town, Middlesex County, Connecticut",316300,22569
0600000US0900740710,0900740710,"Killingworth town, Middlesex County, Connecticut",358300,19175
0600000US0900747080,0900747080,"Middlefield town, Middlesex County, Connecticut",283000,12670
0600000US0900747360,0900747360,"Middletown town, Middlesex County, Connecticut",231300,6761
0600000US0900757320,0900757320,"Old Saybrook town, Middlesex County, Connecticut",382700,14319
0600000US0900761800,0900761800,"Portland town, Middlesex County, Connecticut",252600,15475
0600000US0900781680,0900781680,"Westbrook town, Middlesex County, Connecticut",367800,23279
0600000US0900900000,0900900000,"County subdivisions not defined, New Haven County, Connecticut",-,**
0600000US0900901220,0900901220,"Ansonia town, New Haven County, Connecticut",214200,9012
0600000US0900903250,0900903250,"Beacon Falls town, New Haven County, Connecticut",257200,20334
0600000US0900904580,0900904580,"Bethany town, New Haven County, Connecticut",381500,25368
0600000US0900907310,0900907310,"Branford town, New Haven County, Connecticut",293100,10013
0600000US0900914160,0900914160,"Cheshire town, New Haven County, Connecticut",334900,8369
0600000US0900919550,0900919550,"Derby town, New Haven County, Connecticut",206300,14255
0600000US0900922910,0900922910,"East Haven town, New Haven County, Connecticut",212800,6276
0600000US0900934950,0900934950,"Guilford town, New Haven County, Connecticut",399600,17610
0600000US0900935650,0900935650,"Hamden town, New Haven County, Connecticut",225300,4443
0600000US0900944560,0900944560,"Madison town, New Haven County, Connecticut",428600,18138
0600000US0900946520,0900946520,"Meriden town, New Haven County, Connecticut",171900,3026
0600000US0900946940,0900946940,"Middlebury town, New Haven County, Connecticut",342600,13827
0600000US0900947535,0900947535,"Milford town, New Haven County, Connecticut",313400,6721
0600000US0900949950,0900949950,"Naugatuck town, New Haven County, Connecticut",183400,6564
0600000US0900952070,0900952070,"New Haven town, New Haven County, Connecticut",199000,6407
0600000US0900953890,0900953890,"North Branford town, New Haven County, Connecticut",291000,9970
0600000US0900954870,0900954870,"North Haven town, New Haven County, Connecticut",298300,9214
0600000US0900957600,0900957600,"Orange town, New Haven County, Connecticut",389900,7398
0600000US0900958300,0900958300,"Oxford town, New Haven County, Connecticut",354100,11623
0600000US0900962290,0900962290,"Prospect town, New Haven County, Connecticut",290100,14683
0600000US0900967610,0900967610,"Seymour town, New Haven County, Connecticut",253300,13876
0600000US0900969640,0900969640,"Southbury town, New Haven County, Connecticut",325000,11103
0600000US0900978740,0900978740,"Wallingford town, New Haven County, Connecticut",267800,5363
0600000US0900980070,0900980070,"Waterbury town, New Haven County, Connecticut",130700,3406
0600000US0900982870,0900982870,"West Haven town, New Haven County, Connecticut",193800,4435
0600000US0900987560,0900987560,"Wolcott town, New Haven County, Connecticut",247500,12178
0600000US0900987700,0900987700,"Woodbridge town, New Haven County, Connecticut",464400,18173
0600000US0901100000,0901100000,"County subdivisions not defined, New London County, Connecticut",-,**
0600000US0901106820,0901106820,"Bozrah town, New London County, Connecticut",231000,15012
0600000US0901115910,0901115910,"Colchester town, New London County, Connecticut",255500,13354
0600000US0901123400,0901123400,"East Lyme town, New London County, Connecticut",312200,13000
0600000US0901129910,0901129910,"Franklin town, New London County, Connecticut",246900,11360
0600000US0901133900,0901133900,"Griswold town, New London County, Connecticut",180600,17919
0600000US0901134250,0901134250,"Groton town, New London County, Connecticut",242600,7838
0600000US0901142390,0901142390,"Lebanon town, New London County, Connecticut",256100,15212
0600000US0901142600,0901142600,"Ledyard town, New London County, Connecticut",235200,7270
0600000US0901143230,0901143230,"Lisbon town, New London County, Connecticut",231300,15479
0600000US0901144210,0901144210,"Lyme town, New London County, Connecticut",576100,58386
0600000US0901148900,0901148900,"Montville town, New London County, Connecticut",201700,10896
0600000US0901152350,0901152350,"New London town, New London County, Connecticut",181900,9672
0600000US0901155500,0901155500,"North Stonington town, New London County, Connecticut",295200,22094
0600000US0901156270,0901156270,"Norwich town, New London County, Connecticut",164200,4256
0600000US0901157040,0901157040,"Old Lyme town, New London County, Connecticut",387200,16086
0600000US0901162150,0901162150,"Preston town, New London County, Connecticut",247600,13759
0600000US0901166210,0901166210,"Salem town, New London County, Connecticut",288500,24261
0600000US0901171670,0901171670,"Sprague town, New London County, Connecticut",228600,18318
0600000US0901173770,0901173770,"Stonington town, New London County, Connecticut",335100,12833
0600000US0901178600,0901178600,"Voluntown town, New London County, Connecticut",228200,18563
0600000US0901180280,0901180280,"Waterford town, New London County, Connecticut",252200,9120
0600000US0901301080,0901301080,"Andover town, Tolland County, Connecticut",273900,13386
0600000US0901306260,0901306260,"Bolton town, Tolland County, Connecticut",275900,13814
0600000US0901316400,0901316400,"Columbia town, Tolland County, Connecticut",255400,14735
0600000US0901317800,0901317800,"Coventry town, Tolland County, Connecticut",252700,15225
0600000US0901325360,0901325360,"Ellington town, Tolland County, Connecticut",282300,13478
0600000US0901337910,0901337910,"Hebron town, Tolland County, Connecticut",298400,12818
0600000US0901344910,0901344910,"Mansfield town, Tolland County, Connecticut",244900,12019
0600000US0901369220,0901369220,"Somers town, Tolland County, Connecticut",323300,12889
0600000US0901372090,0901372090,"Stafford town, Tolland County, Connecticut",191600,6990
0600000US0901376290,0901376290,"Tolland town, Tolland County, Connecticut",287100,16377
0600000US0901377830,0901377830,"Union town, Tolland County, Connecticut",283800,24757
0600000US0901378250,0901378250,"Vernon town, Tolland County, Connecticut",203600,7961
0600000US0901385950,0901385950,"Willington town, Tolland County, Connecticut",225200,15899
0600000US0901501430,0901501430,"Ashford town, Windham County, Connecticut",233300,30785
0600000US0901509190,0901509190,"Brooklyn town, Windham County, Connecticut",230600,14843
0600000US0901512130,0901512130,"Canterbury town, Windham County, Connecticut",228200,11524
0600000US0901513810,0901513810,"Chaplin town, Windham County, Connecticut",207600,12177
0600000US0901521860,0901521860,"Eastford town, Windham County, Connecticut",251500,11474
0600000US0901536000,0901536000,"Hampton town, Windham County, Connecticut",240600,13828
0600000US0901540500,0901540500,"Killingly town, Windham County, Connecticut",192000,8552
0600000US0901559980,0901559980,"Plainfield town, Windham County, Connecticut",182500,7893
0600000US0901561030,0901561030,"Pomfret town, Windham County, Connecticut",291900,19878
0600000US0901562710,0901562710,"Putnam town, Windham County, Connecticut",194900,8566
0600000US0901567400,0901567400,"Scotland town, Windham County, Connecticut",231600,17371
0600000US0901573420,0901573420,"Sterling town, Windham County, Connecticut",202100,18180
0600000US0901575870,0901575870,"Thompson town, Windham County, Connecticut",218000,10879
0600000US0901586790,0901586790,"Windham town, Windham County, Connecticut",159700,5709
0600000US0901588190,0901588190,"Woodstock town, Windham County, Connecticut",267400,17073
0400000US09,09,Connecticut,275400,972
